#proteinId	gotermId	goName	gotermType	goAcc
1745	3727	protein binding	molecular_function	GO:0005515
1749	9710	oxidoreductase activity	molecular_function	GO:0016491
1749	23919	FAD binding	molecular_function	GO:0050660
1749	2290	catalytic activity	molecular_function	GO:0003824
1753	8851	tetracycline:hydrogen antiporter activity	molecular_function	GO:0015520
1753	9211	tetracycline transport	biological_process	GO:0015904
1753	9321	integral to membrane	cellular_component	GO:0016021
1753	21106	response to antibiotic	biological_process	GO:0046677
1753	3546	transporter activity	molecular_function	GO:0005215
1753	4927	transport	biological_process	GO:0006810
1755	2175	nucleic acid binding	molecular_function	GO:0003676
1755	3827	intracellular	cellular_component	GO:0005622
1755	5939	zinc ion binding	molecular_function	GO:0008270
1756	3101	pyrroline-5-carboxylate reductase activity	molecular_function	GO:0004735
1756	4691	proline biosynthetic process	biological_process	GO:0006561
1756	4283	electron transport	biological_process	GO:0006118
1756	2290	catalytic activity	molecular_function	GO:0003824
1756	3708	binding	molecular_function	GO:0005488
1756	5830	metabolic process	biological_process	GO:0008152
1757	3030	proline dehydrogenase activity	molecular_function	GO:0004657
1757	4667	glutamate biosynthetic process	biological_process	GO:0006537
1757	4692	proline catabolic process	biological_process	GO:0006562
1757	2592	dihydropterin oxidase activity	molecular_function	GO:0004154
1757	11400	hydroxy-nicotine oxidase activity	molecular_function	GO:0019116
1757	24945	proline oxidase activity	molecular_function	GO:0051699
1757	24946	fructosyl-amino acid oxidase activity	molecular_function	GO:0051700
1759	2290	catalytic activity	molecular_function	GO:0003824
1759	4143	carbohydrate metabolic process	biological_process	GO:0005975
1759	13135	carbohydrate binding	molecular_function	GO:0030246
1759	2934	alpha,alpha-trehalase activity	molecular_function	GO:0004555
1760	2536	catalase activity	molecular_function	GO:0004096
1760	4283	electron transport	biological_process	GO:0006118
1760	5077	response to oxidative stress	biological_process	GO:0006979
1760	3721	iron ion binding	molecular_function	GO:0005506
1760	12251	heme binding	molecular_function	GO:0020037
1763	5939	zinc ion binding	molecular_function	GO:0008270
1763	9710	oxidoreductase activity	molecular_function	GO:0016491
1763	2290	catalytic activity	molecular_function	GO:0003824
1763	13821	thiamin pyrophosphate binding	molecular_function	GO:0030976
1763	281	magnesium ion binding	molecular_function	GO:0000287
1763	3708	binding	molecular_function	GO:0005488
1763	5830	metabolic process	biological_process	GO:0008152
1763	3103	pyruvate decarboxylase activity	molecular_function	GO:0004737
1764	3546	transporter activity	molecular_function	GO:0005215
1764	4927	transport	biological_process	GO:0006810
1764	9321	integral to membrane	cellular_component	GO:0016021
1766	9320	membrane	cellular_component	GO:0016020
1766	12906	metal ion transport	biological_process	GO:0030001
1766	21296	metal ion transmembrane transporter activity	molecular_function	GO:0046873
1766	3669	zinc ion transmembrane transporter activity	molecular_function	GO:0005385
1766	4944	zinc ion transport	biological_process	GO:0006829
1766	9321	integral to membrane	cellular_component	GO:0016021
1768	4925	regulation of nitrogen utilization	biological_process	GO:0006808
1768	9773	transcription repressor activity	molecular_function	GO:0016564
1768	2290	catalytic activity	molecular_function	GO:0003824
1768	3708	binding	molecular_function	GO:0005488
1768	5830	metabolic process	biological_process	GO:0008152
1768	20008	cinnamyl-alcohol dehydrogenase activity	molecular_function	GO:0045551
1774	2635	cysteine-type endopeptidase activity	molecular_function	GO:0004197
1774	4639	proteolysis	biological_process	GO:0006508
1774	6083	bleomycin hydrolase activity	molecular_function	GO:0008423
1775	3724	calcium ion binding	molecular_function	GO:0005509
1776	2700	subtilase activity	molecular_function	GO:0004289
1776	4639	proteolysis	biological_process	GO:0006508
1776	5908	serine-type peptidase activity	molecular_function	GO:0008236
1776	11413	tripeptidyl-peptidase I activity	molecular_function	GO:0019131
1779	4936	anion transport	biological_process	GO:0006820
1779	8724	anion exchanger activity	molecular_function	GO:0015380
1779	9321	integral to membrane	cellular_component	GO:0016021
1780	3838	nucleus	cellular_component	GO:0005634
1781	8851	tetracycline:hydrogen antiporter activity	molecular_function	GO:0015520
1781	9211	tetracycline transport	biological_process	GO:0015904
1781	9321	integral to membrane	cellular_component	GO:0016021
1781	21106	response to antibiotic	biological_process	GO:0046677
1781	3546	transporter activity	molecular_function	GO:0005215
1781	4927	transport	biological_process	GO:0006810
1782	2536	catalase activity	molecular_function	GO:0004096
1782	4283	electron transport	biological_process	GO:0006118
1782	5077	response to oxidative stress	biological_process	GO:0006979
1782	3721	iron ion binding	molecular_function	GO:0005506
1782	12251	heme binding	molecular_function	GO:0020037
1783	2536	catalase activity	molecular_function	GO:0004096
1783	2976	peroxidase activity	molecular_function	GO:0004601
1783	4283	electron transport	biological_process	GO:0006118
1783	5077	response to oxidative stress	biological_process	GO:0006979
1783	12251	heme binding	molecular_function	GO:0020037
1783	9890	L-ascorbate peroxidase activity	molecular_function	GO:0016688
1784	4283	electron transport	biological_process	GO:0006118
1784	9710	oxidoreductase activity	molecular_function	GO:0016491
1784	5811	amine oxidase activity	molecular_function	GO:0008131
1787	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
1787	3782	extracellular region	cellular_component	GO:0005576
1787	4143	carbohydrate metabolic process	biological_process	GO:0005975
1787	13137	cellulose binding	molecular_function	GO:0030248
1788	4283	electron transport	biological_process	GO:0006118
1788	9710	oxidoreductase activity	molecular_function	GO:0016491
1788	7744	FMN binding	molecular_function	GO:0010181
1788	2423	(S)-2-hydroxy-acid oxidase activity	molecular_function	GO:0003973
1788	6507	glycolate oxidase activity	molecular_function	GO:0008891
1788	6936	glycolate oxidase complex	cellular_component	GO:0009339
1789	3546	transporter activity	molecular_function	GO:0005215
1789	4927	transport	biological_process	GO:0006810
1789	9320	membrane	cellular_component	GO:0016020
1789	9321	integral to membrane	cellular_component	GO:0016021
1790	2941	beta-N-acetylhexosaminidase activity	molecular_function	GO:0004563
1790	4143	carbohydrate metabolic process	biological_process	GO:0005975
1792	4977	amino acid transport	biological_process	GO:0006865
1792	8535	amino acid transmembrane transporter activity	molecular_function	GO:0015171
1792	9320	membrane	cellular_component	GO:0016020
1792	4927	transport	biological_process	GO:0006810
1794	9320	membrane	cellular_component	GO:0016020
1794	12906	metal ion transport	biological_process	GO:0030001
1794	21296	metal ion transmembrane transporter activity	molecular_function	GO:0046873
1796	6331	5-amino-6-(5-phosphoribosylamino)uracil reductase activity	molecular_function	GO:0008703
1796	6836	riboflavin biosynthetic process	biological_process	GO:0009231
1800	10026	carboxy-lyase activity	molecular_function	GO:0016831
1800	12002	carboxylic acid metabolic process	biological_process	GO:0019752
1800	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
1800	4649	amino acid and derivative metabolic process	biological_process	GO:0006519
1800	2500	aromatic-L-amino-acid decarboxylase activity	molecular_function	GO:0004058
1801	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
1801	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
1801	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
1801	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
1801	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
1801	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
1801	10082	ATPase activity	molecular_function	GO:0016887
1801	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
1801	18132	ATPase activity, coupled	molecular_function	GO:0042623
1801	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
1801	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
1801	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
1802	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
1802	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
1802	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
1802	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
1802	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
1802	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
1802	10082	ATPase activity	molecular_function	GO:0016887
1802	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
1802	18132	ATPase activity, coupled	molecular_function	GO:0042623
1802	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
1802	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
1802	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
1804	5830	metabolic process	biological_process	GO:0008152
1804	2290	catalytic activity	molecular_function	GO:0003824
1804	3708	binding	molecular_function	GO:0005488
1805	2290	catalytic activity	molecular_function	GO:0003824
1805	3708	binding	molecular_function	GO:0005488
1805	5830	metabolic process	biological_process	GO:0008152
1808	2196	transcription factor activity	molecular_function	GO:0003700
1808	3838	nucleus	cellular_component	GO:0005634
1808	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1808	5939	zinc ion binding	molecular_function	GO:0008270
1809	3546	transporter activity	molecular_function	GO:0005215
1809	4927	transport	biological_process	GO:0006810
1809	9321	integral to membrane	cellular_component	GO:0016021
1810	4639	proteolysis	biological_process	GO:0006508
1810	5909	metallopeptidase activity	molecular_function	GO:0008237
1810	5939	zinc ion binding	molecular_function	GO:0008270
1810	2658	metalloendopeptidase activity	molecular_function	GO:0004222
1812	5830	metabolic process	biological_process	GO:0008152
1812	9710	oxidoreductase activity	molecular_function	GO:0016491
1812	21295	metal ion binding	molecular_function	GO:0046872
1812	2715	exo-alpha-sialidase activity	molecular_function	GO:0004308
1813	2216	RNA binding	molecular_function	GO:0003723
1813	9667	tRNA-pseudouridine synthase activity	molecular_function	GO:0016439
1813	13963	tRNA pseudouridine synthesis	biological_process	GO:0031119
1813	3096	pseudouridylate synthase activity	molecular_function	GO:0004730
1817	3546	transporter activity	molecular_function	GO:0005215
1817	4927	transport	biological_process	GO:0006810
1817	9321	integral to membrane	cellular_component	GO:0016021
1818	2196	transcription factor activity	molecular_function	GO:0003700
1818	3838	nucleus	cellular_component	GO:0005634
1818	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1818	5939	zinc ion binding	molecular_function	GO:0008270
1819	3546	transporter activity	molecular_function	GO:0005215
1819	4927	transport	biological_process	GO:0006810
1819	9321	integral to membrane	cellular_component	GO:0016021
1820	2290	catalytic activity	molecular_function	GO:0003824
1822	9985	hydrolase activity	molecular_function	GO:0016787
1822	2846	isopentenyl-diphosphate delta-isomerase activity	molecular_function	GO:0004452
1822	5967	isoprenoid biosynthetic process	biological_process	GO:0008299
1822	3148	thiamin diphosphokinase activity	molecular_function	GO:0004788
1823	4499	transcription	biological_process	GO:0006350
1823	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
1823	2357	DNA-directed RNA polymerase I activity	molecular_function	GO:0003900
1823	2358	DNA-directed RNA polymerase II activity	molecular_function	GO:0003901
1823	2359	DNA-directed RNA polymerase III activity	molecular_function	GO:0003902
1823	16888	RNA polymerase activity	molecular_function	GO:0034062
1826	210	tRNA-intron endonuclease activity	molecular_function	GO:0000213
1826	211	tRNA-intron endonuclease complex	cellular_component	GO:0000214
1826	4535	tRNA splicing	biological_process	GO:0006388
1827	168	ribonuclease MRP complex	cellular_component	GO:0000172
1827	2216	RNA binding	molecular_function	GO:0003723
1827	2928	ribonuclease activity	molecular_function	GO:0004540
1827	4513	rRNA processing	biological_process	GO:0006364
1827	4527	mRNA cleavage	biological_process	GO:0006379
1827	5721	tRNA processing	biological_process	GO:0008033
1827	13528	ribonuclease P complex	cellular_component	GO:0030677
1827	3856	nucleolar ribonuclease P complex	cellular_component	GO:0005655
1827	2916	ribonuclease P activity	molecular_function	GO:0004526
1829	162	nucleotide binding	molecular_function	GO:0000166
1829	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
1829	3736	ATP binding	molecular_function	GO:0005524
1831	2175	nucleic acid binding	molecular_function	GO:0003676
1831	2914	ribonuclease H activity	molecular_function	GO:0004523
1833	2246	actin binding	molecular_function	GO:0003779
1833	3827	intracellular	cellular_component	GO:0005622
1833	5767	growth factor activity	molecular_function	GO:0008083
1834	4894	Mo-molybdopterin cofactor biosynthetic process	biological_process	GO:0006777
1835	3737	GTP binding	molecular_function	GO:0005525
1835	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
1835	2378	GTPase activity	molecular_function	GO:0003924
1835	3727	protein binding	molecular_function	GO:0005515
1835	4994	intracellular protein transport	biological_process	GO:0006886
1835	5019	nucleocytoplasmic transport	biological_process	GO:0006913
1835	5250	signal transduction	biological_process	GO:0007165
1835	3827	intracellular	cellular_component	GO:0005622
1835	8400	protein transport	biological_process	GO:0015031
1837	5830	metabolic process	biological_process	GO:0008152
1837	9710	oxidoreductase activity	molecular_function	GO:0016491
1837	2290	catalytic activity	molecular_function	GO:0003824
1837	3708	binding	molecular_function	GO:0005488
1837	19203	F420H2 dehydrogenase activity	molecular_function	GO:0043738
1837	19290	sulfur oxygenase reductase activity	molecular_function	GO:0043826
1837	19347	malolactic enzyme activity	molecular_function	GO:0043883
1837	24588	regulation of oxidoreductase activity	biological_process	GO:0051341
1841	2196	transcription factor activity	molecular_function	GO:0003700
1841	3838	nucleus	cellular_component	GO:0005634
1841	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1841	5939	zinc ion binding	molecular_function	GO:0008270
1841	19030	sequence-specific DNA binding	molecular_function	GO:0043565
1843	2290	catalytic activity	molecular_function	GO:0003824
1843	4440	DNA repair	biological_process	GO:0006281
1844	9710	oxidoreductase activity	molecular_function	GO:0016491
1844	2350	D-amino-acid oxidase activity	molecular_function	GO:0003884
1844	6104	D-aspartate oxidase activity	molecular_function	GO:0008445
1844	9228	aspartate oxidase activity	molecular_function	GO:0015922
1847	4789	glycerol ether metabolic process	biological_process	GO:0006662
1847	6664	electron carrier activity	molecular_function	GO:0009055
1847	8403	protein disulfide oxidoreductase activity	molecular_function	GO:0015035
1847	19912	cell redox homeostasis	biological_process	GO:0045454
1847	3151	thioredoxin-disulfide reductase activity	molecular_function	GO:0004791
1852	3727	protein binding	molecular_function	GO:0005515
1852	4595	protein complex assembly	biological_process	GO:0006461
1852	4994	intracellular protein transport	biological_process	GO:0006886
1852	9480	vesicle-mediated transport	biological_process	GO:0016192
1852	13011	membrane coat	cellular_component	GO:0030117
1852	6212	protein transporter activity	molecular_function	GO:0008565
1852	13025	clathrin adaptor complex	cellular_component	GO:0030131
1852	3708	binding	molecular_function	GO:0005488
1853	3838	nucleus	cellular_component	GO:0005634
1853	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1853	19030	sequence-specific DNA binding	molecular_function	GO:0043565
1853	2176	DNA binding	molecular_function	GO:0003677
1853	3827	intracellular	cellular_component	GO:0005622
1854	2196	transcription factor activity	molecular_function	GO:0003700
1854	3838	nucleus	cellular_component	GO:0005634
1854	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1854	5939	zinc ion binding	molecular_function	GO:0008270
1854	2176	DNA binding	molecular_function	GO:0003677
1854	4499	transcription	biological_process	GO:0006350
1855	5849	O-methyltransferase activity	molecular_function	GO:0008171
1857	10083	endodeoxyribonuclease activity, producing 5'-phosphomonoesters	molecular_function	GO:0016888
1859	4639	proteolysis	biological_process	GO:0006508
1859	5908	serine-type peptidase activity	molecular_function	GO:0008236
1859	9320	membrane	cellular_component	GO:0016020
1861	2176	DNA binding	molecular_function	GO:0003677
1861	3736	ATP binding	molecular_function	GO:0005524
1861	4429	DNA replication initiation	biological_process	GO:0006270
1861	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
1861	162	nucleotide binding	molecular_function	GO:0000166
1861	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
1861	3838	nucleus	cellular_component	GO:0005634
1861	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
1861	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
1861	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
1861	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
1861	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
1861	10082	ATPase activity	molecular_function	GO:0016887
1861	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
1861	18132	ATPase activity, coupled	molecular_function	GO:0042623
1861	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
1861	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
1861	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
1862	10166	cell wall catabolic process	biological_process	GO:0016998
1865	5830	metabolic process	biological_process	GO:0008152
1866	815	rhodopsin-like receptor activity	molecular_function	GO:0001584
1866	5270	G-protein coupled receptor protein signaling pathway	biological_process	GO:0007186
1866	9321	integral to membrane	cellular_component	GO:0016021
1866	3546	transporter activity	molecular_function	GO:0005215
1866	4927	transport	biological_process	GO:0006810
1866	9320	membrane	cellular_component	GO:0016020
1868	2888	monooxygenase activity	molecular_function	GO:0004497
1868	3721	iron ion binding	molecular_function	GO:0005506
1868	4283	electron transport	biological_process	GO:0006118
1868	12251	heme binding	molecular_function	GO:0020037
1868	10985	dibenzothiophene-5,5-dioxide monooxygenase activity	molecular_function	GO:0018679
1870	2378	GTPase activity	molecular_function	GO:0003924
1870	3737	GTP binding	molecular_function	GO:0005525
1872	3433	Rab GTPase activator activity	molecular_function	GO:0005097
1872	3827	intracellular	cellular_component	GO:0005622
1872	15148	regulation of Rab GTPase activity	biological_process	GO:0032313
1873	3724	calcium ion binding	molecular_function	GO:0005509
1874	4598	protein modification process	biological_process	GO:0006464
1874	2227	structural constituent of ribosome	molecular_function	GO:0003735
1874	3827	intracellular	cellular_component	GO:0005622
1874	4025	ribosome	cellular_component	GO:0005840
1874	4556	translation	biological_process	GO:0006412
1876	2228	translation initiation factor activity	molecular_function	GO:0003743
1876	4557	translational initiation	biological_process	GO:0006413
1878	9710	oxidoreductase activity	molecular_function	GO:0016491
1878	11426	aminobutyraldehyde dehydrogenase activity	molecular_function	GO:0019145
1880	2175	nucleic acid binding	molecular_function	GO:0003676
1880	3827	intracellular	cellular_component	GO:0005622
1880	5939	zinc ion binding	molecular_function	GO:0008270
1882	2809	homogentisate 1,2-dioxygenase activity	molecular_function	GO:0004411
1882	4689	L-phenylalanine catabolic process	biological_process	GO:0006559
1882	4700	tyrosine metabolic process	biological_process	GO:0006570
1883	2290	catalytic activity	molecular_function	GO:0003824
1883	21885	3-carboxy-cis,cis-muconate cycloisomerase activity	molecular_function	GO:0047472
1884	3930	cytoplasm	cellular_component	GO:0005737
1884	4639	proteolysis	biological_process	GO:0006508
1884	10202	dipeptidyl-peptidase III activity	molecular_function	GO:0017039
1886	5830	metabolic process	biological_process	GO:0008152
1886	6070	CoA-transferase activity	molecular_function	GO:0008410
1888	2196	transcription factor activity	molecular_function	GO:0003700
1888	3838	nucleus	cellular_component	GO:0005634
1888	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1888	5939	zinc ion binding	molecular_function	GO:0008270
1889	5830	metabolic process	biological_process	GO:0008152
1889	9823	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0016616
1889	6638	tartrate dehydrogenase activity	molecular_function	GO:0009027
1889	24535	NAD binding	molecular_function	GO:0051287
1890	2176	DNA binding	molecular_function	GO:0003677
1890	3838	nucleus	cellular_component	GO:0005634
1890	4499	transcription	biological_process	GO:0006350
1890	5939	zinc ion binding	molecular_function	GO:0008270
1891	2175	nucleic acid binding	molecular_function	GO:0003676
1891	9367	mRNA metabolic process	biological_process	GO:0016071
1891	2216	RNA binding	molecular_function	GO:0003723
1892	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
1892	3827	intracellular	cellular_component	GO:0005622
1892	4598	protein modification process	biological_process	GO:0006464
1892	4643	ubiquitin cycle	biological_process	GO:0006512
1892	6387	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity	molecular_function	GO:0008766
1892	10509	ribosomal S6-glutamic acid ligase activity	molecular_function	GO:0018169
1892	19237	coenzyme F420-0 gamma-glutamyl ligase activity	molecular_function	GO:0043773
1892	19238	coenzyme F420-2 alpha-glutamyl ligase activity	molecular_function	GO:0043774
1894	4513	rRNA processing	biological_process	GO:0006364
1894	14875	small subunit processome	cellular_component	GO:0032040
1896	4929	cation transport	biological_process	GO:0006812
1896	5991	cation transmembrane transporter activity	molecular_function	GO:0008324
1896	9321	integral to membrane	cellular_component	GO:0016021
1897	2227	structural constituent of ribosome	molecular_function	GO:0003735
1897	3827	intracellular	cellular_component	GO:0005622
1897	4025	ribosome	cellular_component	GO:0005840
1897	4556	translation	biological_process	GO:0006412
1898	8501	citrate transmembrane transporter activity	molecular_function	GO:0015137
1898	9058	citrate transport	biological_process	GO:0015746
1898	9321	integral to membrane	cellular_component	GO:0016021
1902	3827	intracellular	cellular_component	GO:0005622
1903	9985	hydrolase activity	molecular_function	GO:0016787
1905	611	diacylglycerol pyrophosphate phosphatase activity	molecular_function	GO:0000810
1905	3147	thiamin-pyrophosphatase activity	molecular_function	GO:0004787
1905	6073	8-oxo-7,8-dihydroguanine triphosphatase activity	molecular_function	GO:0008413
1905	6379	UDP-2,3-diacylglucosamine hydrolase activity	molecular_function	GO:0008758
1905	6416	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	GO:0008796
1905	6447	dATP pyrophosphohydrolase activity	molecular_function	GO:0008828
1905	9684	pyrophosphatase activity	molecular_function	GO:0016462
1905	11455	dihydroneopterin monophosphate phosphatase activity	molecular_function	GO:0019176
1905	11456	dihydroneopterin triphosphate pyrophosphohydrolase activity	molecular_function	GO:0019177
1905	18631	ATP-dependent 5'-3' DNA helicase activity	molecular_function	GO:0043141
1906	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
1906	6993	phosphoenolpyruvate-dependent sugar phosphotransferase system	biological_process	GO:0009401
1906	4977	amino acid transport	biological_process	GO:0006865
1906	8535	amino acid transmembrane transporter activity	molecular_function	GO:0015171
1906	9320	membrane	cellular_component	GO:0016020
1906	4927	transport	biological_process	GO:0006810
1907	5830	metabolic process	biological_process	GO:0008152
1907	9710	oxidoreductase activity	molecular_function	GO:0016491
1907	2290	catalytic activity	molecular_function	GO:0003824
1907	3708	binding	molecular_function	GO:0005488
1907	2750	glucose dehydrogenase activity	molecular_function	GO:0004344
1907	10756	pinocarveol dehydrogenase activity	molecular_function	GO:0018446
1907	10757	chloral hydrate dehydrogenase activity	molecular_function	GO:0018447
1907	10758	hydroxymethylmethylsilanediol oxidase activity	molecular_function	GO:0018448
1907	10759	1-phenylethanol dehydrogenase activity	molecular_function	GO:0018449
1907	10760	myrtenol dehydrogenase activity	molecular_function	GO:0018450
1907	17983	versicolorin reductase activity	molecular_function	GO:0042469
1907	20156	ketoreductase activity	molecular_function	GO:0045703
1908	2175	nucleic acid binding	molecular_function	GO:0003676
1908	3827	intracellular	cellular_component	GO:0005622
1908	5939	zinc ion binding	molecular_function	GO:0008270
1909	2715	exo-alpha-sialidase activity	molecular_function	GO:0004308
1911	2888	monooxygenase activity	molecular_function	GO:0004497
1911	3721	iron ion binding	molecular_function	GO:0005506
1911	4283	electron transport	biological_process	GO:0006118
1911	12251	heme binding	molecular_function	GO:0020037
1911	23642	unspecific monooxygenase activity	molecular_function	GO:0050381
1916	3125	shikimate 5-dehydrogenase activity	molecular_function	GO:0004764
1916	3930	cytoplasm	cellular_component	GO:0005737
1916	2290	catalytic activity	molecular_function	GO:0003824
1916	3708	binding	molecular_function	GO:0005488
1916	5830	metabolic process	biological_process	GO:0008152
1916	6130	ornithine cyclodeaminase activity	molecular_function	GO:0008473
1918	267	polysaccharide catabolic process	biological_process	GO:0000272
1918	6429	cellulase activity	molecular_function	GO:0008810
1919	243	C-8 sterol isomerase activity	molecular_function	GO:0000247
1919	3972	endoplasmic reticulum	cellular_component	GO:0005783
1919	4823	ergosterol biosynthetic process	biological_process	GO:0006696
1922	3421	guanyl-nucleotide exchange factor activity	molecular_function	GO:0005085
1922	3827	intracellular	cellular_component	GO:0005622
1922	24310	regulation of small GTPase mediated signal transduction	biological_process	GO:0051056
1922	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
1922	3737	GTP binding	molecular_function	GO:0005525
1924	2196	transcription factor activity	molecular_function	GO:0003700
1924	3838	nucleus	cellular_component	GO:0005634
1924	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1924	5939	zinc ion binding	molecular_function	GO:0008270
1925	3721	iron ion binding	molecular_function	GO:0005506
1925	9506	iron-sulfur cluster assembly	biological_process	GO:0016226
1925	24783	iron-sulfur cluster binding	molecular_function	GO:0051536
1927	2227	structural constituent of ribosome	molecular_function	GO:0003735
1927	3827	intracellular	cellular_component	GO:0005622
1927	4025	ribosome	cellular_component	GO:0005840
1927	4556	translation	biological_process	GO:0006412
1928	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
1928	3827	intracellular	cellular_component	GO:0005622
1928	4598	protein modification process	biological_process	GO:0006464
1928	4643	ubiquitin cycle	biological_process	GO:0006512
1928	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
1928	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
1928	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
1928	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
1929	5939	zinc ion binding	molecular_function	GO:0008270
1929	9710	oxidoreductase activity	molecular_function	GO:0016491
1929	9823	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0016616
1929	24535	NAD binding	molecular_function	GO:0051287
1929	2290	catalytic activity	molecular_function	GO:0003824
1929	3708	binding	molecular_function	GO:0005488
1929	5830	metabolic process	biological_process	GO:0008152
1929	2393	L-iditol 2-dehydrogenase activity	molecular_function	GO:0003939
1931	3727	protein binding	molecular_function	GO:0005515
1931	5939	zinc ion binding	molecular_function	GO:0008270
1936	4924	nitrogen compound metabolic process	biological_process	GO:0006807
1936	6649	urease activity	molecular_function	GO:0009039
1936	9444	nickel ion binding	molecular_function	GO:0016151
1936	9985	hydrolase activity	molecular_function	GO:0016787
1936	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
1936	11887	urea metabolic process	biological_process	GO:0019627
1937	2176	DNA binding	molecular_function	GO:0003677
1937	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1938	4283	electron transport	biological_process	GO:0006118
1938	9710	oxidoreductase activity	molecular_function	GO:0016491
1938	2566	cytochrome-b5 reductase activity	molecular_function	GO:0004128
1939	2227	structural constituent of ribosome	molecular_function	GO:0003735
1939	3827	intracellular	cellular_component	GO:0005622
1939	4025	ribosome	cellular_component	GO:0005840
1939	4556	translation	biological_process	GO:0006412
1941	3727	protein binding	molecular_function	GO:0005515
1944	4755	protein targeting to mitochondrion	biological_process	GO:0006626
1944	18223	mitochondrial intermembrane space protein transporter complex	cellular_component	GO:0042719
1944	19516	protein import into mitochondrial inner membrane	biological_process	GO:0045039
1945	162	nucleotide binding	molecular_function	GO:0000166
1945	3184	lysine-tRNA ligase activity	molecular_function	GO:0004824
1945	3736	ATP binding	molecular_function	GO:0005524
1945	3930	cytoplasm	cellular_component	GO:0005737
1945	4556	translation	biological_process	GO:0006412
1945	4573	lysyl-tRNA aminoacylation	biological_process	GO:0006430
1945	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
1945	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
1945	2175	nucleic acid binding	molecular_function	GO:0003676
1948	3736	ATP binding	molecular_function	GO:0005524
1948	10082	ATPase activity	molecular_function	GO:0016887
1948	162	nucleotide binding	molecular_function	GO:0000166
